tweet_text,tweet_sentiment_value
this has to be the absolute worst experience ever!,0
so i have to call back at <> since the department is closed. this has to be the biggest bunch of bull!,0
just need to know why it wasn't done like it was promised it would yesterday,0
"too late flight now. boarded, exit rows taken. could not have gotten worse. guy next <> me should've bought <> seats. miserablemorning",0
did that yesterday. on the phone with them now,1
re-staff and commence new policies because your industry is so embarrassed by you.,0
"statement wasn't sent yesterday like jeanine said. after i even called last night as well. again, excellent service",2
so who do i need to talk to to ensure the statement is sent to my bank so i can get the credit for the charges?,0
<> months of straight travel ahead. time to find new airline.,0
that's what is on my ticket and my confirmation email. anything else?,1
i'm flying into dca my bag is at iad. i am already late flight for my meetings at work. i will call the number when i land loudly crying face,0
try this. dpdfpp,1
face palm! cannot believe the last <> hours <> hours of sleep and no and no and what you can't do.,0
just wow regina just told me i can't file or request a lost bag statement until i finish my travel. so until i get to dc argg,0
"i shared my experience several times aa ref<>-<>, but aa's response is senseless, weather was not the cause!",0
record number is bpdfpp.,1
"you should be apologizing for your rude sales reps and failure to offer anything other than trite, condescending platitudes.",0
"embassy suites
<> woodland park drive
herndon, virginia, <> us <>-<>-<>-<>",1
is non existent and i will take this as far as needed. why hide behind a corporate logo? provide a number tcf useless amateur,0
"lax-ogg-lax using hard earned miles and was given lousy service, faulty seats on both legs and damaged bag. your customer care",0
they were no where to be found at midnight last night! i would think the agent in lax could have relayed that info. bag on flt,0
you cancelled flight both flights yesterday and rebook me in middle seat. not acceptable. upgrade to emergency row would help. nothappy,0
is it right to provide faulty seats on flights plus damage a <> bag and not replace and shrug the damage off? flights from.,0
it isn't good enough. you need to provide a phone number. other partners do. should be investigated by,0
lol great answer. our agents are checking in passengers as quickly as possible. we appreciate your patience.,1
super spring tides and tide of the century drawing tourists to french and u. k coasts,1
"ps, i was right.",1
"yes it is in dulles and i need it delivered to the embassy suites in herndon, va. i'm still in chicago from the fiasco in lax",0
what's the point? so i can wait for another <> weeks. you r one of the only airlines that refuses to handle complaints by phone,0
"machines are broken, lines are out the door for self service, cust. support, and bag check in.",0
"would have been had i seen this before <> est, when i was sound asleep.",0
merged airlines do not work for ff programs. very frustrating and the gate agents are to busy pouting to care. attitudeissues,0
"you don't have those abilities anywhere! not at the ticket counter, at cust service, or online. that's why we're done here.",1
"when you strand someone in a city without luggage you would think aa would want to earn your business, but guess not?",0
needs to get their shit together. <> counter people and a massive line. people need to catch their flights!,0
i know your policy. just asking for a little kindness due to extenuating circumstances.,0
the pilot her and another flight attendant left walking away laughing. just wow,0
oh no she left the counter and went downstairs. then she told elise an agent that joined her not to come over to counter.,0
of course you are because that's your companies job! you guys failed at it in the first place. upgrade me and then we'll talk.,1
"maybe? long trip, late flight night and queues at baggage claims in two terminals, no good. i thought i paid for it <> instead.",0
you really need some customer service training for your unhappy ees in the morning in chicago. gate <> at <> chking her schd,0
". <><> . i sat on the runway for <> more hours before takeoff <> hours late flight, <>. pilot plainly stated it was a compmech issue.",0
flight <> <> prepares for flight at before departing for,1
". alright prove it <><> <> days ago, i sat on a plane at jfk for <> hours, deplaned for <> more, and when i re-boarded.",0
i'm trying to choose my seats but every time i go to the next flight i get system error,0
"thanks, both airlines said that it is located at aa detroit. also was informed that it flew with aa, which shouldn't matter.",2
"we did talk with for about hour over phone, and i got a number from that they asked to give to aa, which i did.",1
policy makers need to change their mindset on aviation. flying is not for.,0
"already did- reply was ""sorry. we believe this to be fair."" as a journalist writing an article on my trip i will include this",1
"leave us stranded, send baggage with important medication to different city for <>andapologise with a <> voucher. appalling.",0
"i've been trying to change a thursday flight and there's a ridiculous wait time on the phone, and your website isn't helping",0
uk i saw an american <> in old colours at on saturday! was surprised to see!,1
we all did! skipper's walk-around too bademoticon,0
plane veers off runway at icy dallas airport,1
thank you for the acknowledgement. the ife didn't work all that well anyway so maybe time to upgrade to lower profile system.,0
thanks for the canned reply.,0
"just went to check into flight <> hour advance, again husband and i are seated separately for <> flight! why does this happen?",0
no i just expect a higher level of customer service and for the flight crews to give us accurate information,0
or at the very least an explanation on why no one told me my flight was cancelled flightled!,0
"i tried when i landed, but there was no-one there. i've emailed your customer service twice now who don't seem to care.",0
"no i've since rebooked with another airline, what i would like is compensation for all the timemoney lost!",0
"nothing, you have done enough.",0
i was rebooked on a flight that was too late flight for my connection!,0
such a suprise! new vanity kit set for frequent travellers grinning face thank you aa!,2
gah this is so frustrating! nobody has my address here in the usa. where are my bags!?!? so disorganised!,0
lovely flight back from mia to lhr - great crew - thanks goodemoticon,2
"i have emailed several times. hand wrote a letter, went to airport, called. please fix this! or please help!",0
"offered me a cot to sleep on? after they cancelled flightled my flight. a fucking cot. what about a hotel, like you're supposed to provide",0
over the last year <> of my flights have been delayed or cancelled flightled. i'm done with you.,0
another generic response guys? cmon. you're terrible. how about an actual helpful person? not all the rude employees at lax,0
"i tried, extremely rude. even the supervisor. and when i asked to speak to his supervisor i was told no",0
"yes but you are still human i hope, dealing with all the horror stories people share. i complained to dot. everyone should",0
try contacting everyone on that flight with a refund offer and we might believe you are sincere,0
i have filed multiple complaints. i prefer to continue warning the public instead of wasting more time with this inhumane corp.,0
worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation,0
terror story my luggage was delayed both ways on an international flight for over <> days total angrycustomer,0
worst service ever! delayed flights for more than <> hours plus you missed my bag! and your employees are rude enraged face enraged face,0
thanks for the generic computer generated response. how about you accommodate your travelers instead of just saying sorry,0
they are giving cots to the people that did not get hotel rooms. that is terrible.,0
"i did twice. got a letter back saying that your company ""doesn't issue refunds for phone bills"" help! phone will be shut off",0
"oh, yeah. i guess those are two different things. <> does weird things to my brain. thanks again! xox",1
yes. no one is answering and i'm on a train,1
"ty! but, their site says "" please note that we do not offer a print subscription service for american way. .""",0
its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,0
just hopingpraying for a safe flight. they've had to stop and de-ice our plane yet again disappointed face,1
"after losing my bags for <> daysandcharging me <> to""arrange pick up""in argentina, claiming tollfree won't reimburse me. help!",0
"pity that a machine replied, or perhaps my story not unusual. expected better response given article in in-flight magazine.",0
"i have been rebooked for the <> flight. my questions is, why do some people get hotel and the others don't like myself?",0
i responded. your info different than your customer service line,0
done,1
"will not help us on the phone, at the gate or in checkin. i book travel for clients and cannot believe the lack of service",0
"no no no, you dm me, i pay you money and you want to me to reach out to you for help? how about the other way around",0
i had a <> flight i can get no rest because i have to wait another <> hours to receive an automated phone call. neveragain,0
does not know the meaning of customer service. nightmare. paid for direct flight. bumped to dallas. flight cancelled flighted. terrible,0
that's absolutely horrible customer service. the person supposed to call me can't immediately call back when disconnected?,0
will do. i also passed the website around to other passengers.,1
my flight was cancelled flightled i called they said they'd call back in <>. they did and hung up now saying i have to wait <> hours!,0
does doesn't,0
okay. if someone does it look for it now my fear is it will be lost forever. it's a very small item.,0
what kind if airlines do you guys run? the people that got in line first received hotel vouchers? terrible customer service!,0
"""the wheel was broken when we got it. we swear.""",0
cancelled flightled flight from fresno then rebooked for lax now flight cancelled flightled again and its midnight with no more hotel available?,0
i'll give a reward for whoever finds and returns to me on thurs when i fly back thru . i red heart these earrings!,0
"checked in at des moines, lay over in ord, final destination austin, texas. baggage was only checked to ord.",0
and btwn gate <> and <> i lost a diamond earring dayjustgotworse! please have maintenance look for it!,1
"we then had to deplane, and change planes.",1
"you guys cancelled flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. thanks",0
"after running from one flight, because we had <> minutes, to our next flight, we then sat on our plane for an hour.",0
but your flight crews and ground crews have handled situation well. texting notification let me catch a few winks during delay.,2
thanks! i hope so. iah to dfw to okc has turned out to be a long trip today and i have to work tomorrow.,2
i understand that but i'm hoping i can rectify this in advance. i would call but i am in auh. i just need my one checked bag.,0
"yeah, buy me a plane ticket from san diego to detroit so i can fly one of their planes home tomorrow",0
"nothing to do with mother nature, more like poor commutation.",0
is the worst airline in the entire world. i only flew them because i had to and it was the nightmare i knew it would be.,0
hey! i have a name issue on my reservation can you help?,0
i dm'd you,0
thank you! my lost item was located at ord and is being returned to me.,2
why doesn't provide a means for dialogue? what is the fear that drives this decision? worstcustomerserviceever,0
"<>, four hours late flightrs and we are finally flying out. too bad i missed my event",0
please allow me to speak with someone. a dialogue would solve this issue better and faster than emailing.,0
it's not only my bag. it's the complete lack of respect when i called. i was hung up on. and it is my daughters bag,0
"if sna curfew causes diversion, do you provide transportation from lax? on <> now, pilot not sure if we have time.",0
why doesn't allow for conversations between upset customers and their customer service? worstcustomerserviceever,0
it's not cool that my flight was cancelled flightled after sitting on the plane for over an hour. thumbs down enraged face airplane notahappycustomer leavingtomm,0
"no, you should do something about everything happened yesterday.",0
and i forgot about that lounge! face with tears of joy,1
"thanks! bleh, disconnected! let's try this again!",0
appreciate it!,2
"i love the admiral clubs! thanks, hey can you follow me?",2
- reference number to this request <>-<>,1
"just curious. thanks for the response as always, good or bad. better than your competition.",2
your customer service is deplorable. i am disgusted in your company and the ignorant people on the phones for lost baggage.,0
were stuck on a plane in dallas that's supposed to be going to okc. there's an issue w the plane. any idea on how much longer?,0
- thanks. she submitted a damaged bag complaint online. is there anything else we can do? goodcustomerservice,0
thanks!,2
they responded. i can't respond to their response. nor can i speak with someone. worstcustomerserviceever,0
thanks you always be my airline of choice when possible,2
gate agents disappeared and customer service agents were miserable and unhelpful. letdown neveragain,0
who do i report missing baggage to when baggage claim leaves before midnight?,0
. how about connecting me with a customer service rep? i'd rather speak to a person than a computer. thanks!,0
tsa. when i tried to check in the things i've bought your people told me it was late flight to do it. so. i want my things back,0
"arrived -<> eastern. had to deplane on the crjs airstairs to an icy tarmac. valet bags sent to carousel, so it was <>.",0
"attended to and corrected my complaints via twitter. whoa. this is the brave, new world we live in. thank you, american air goodemoticon",2
"couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference. we won't be on flt <> tomorrow.",0
bs that noise late flight norahm,0
it's sad how i can't afford any long distance trips though.,0
btw you guys should consider making a lounge at austin intl. airport! very populate flightd area! will help the company for sure hand,2
"as an ep who travels <> miles a yr with , i would expect more from them than this horrible travel experience",0
are you expecting any delays out of dfw tomorrow morning?,1
that was the worst customer service experience ever. too bad for you i'm a lawyer. enjoy my wrath.,0
it's beyond complicated now and it feels like when i used to fly with . platinum means nothing.,0
i look forward to hearing back and hope that my next trip will not be like this,0
oh trust me. i am in love. it is so beautiful!,1
followed! sure hope you can help!,1
"i really would love to experience first class on that plane, looks stunning!",2
"i love the service and cheap upgrades american provides! one of the best airlines ever! good food, good seats, amazing thanks!",2
- you broke my sick wife's luggage handle going from jfk to lax. she had to drag her bag thru the airport! customerservice,0
elliott you will! every chance i get! thanks for keeping me exec platinum.,2
no not yet. waiting now to be connected to an agent,0
when should i expect a response from customer relations,0
no not yet. waiting to be connected to an agent,1
"glad that you wanted to help me, but you didn't. have an agent call me before i rant about shitty service every day",0
there are only <> hours to cancelled flight or change itineraries booked online and that <> hours is just about over. impossible scenario,0
there are no more flights via when i arrive to dfw and my car is parked at iah beaming face with smiling eyes,0
"your online site doesn't have flights listed in chronological order, resulting in a mis-purchase. anything that can be done?",0
i found my footage! d i am so so happy.,2
well we cleared customs in auh. i need to get to iah after i arrive in dfw. is it possible to retrieve my luggage in iad?,1
"i will and i will share with many, many others. filmcrew media",1
tell me you can get me to abi earlier than <> tomorrow,1
<>. everyone else was outstanding.,0
the last was <> dfw to ord. not weather relate flightd. austin leg delayed as well,0
"my bag flew with aa while i flew with , and i'm still not sure whose final carrier is referred to.",0
follow me back so i can dm you guys,1
you have cancelled flightled my flights because of my last name. do the right thing and reinstate my tickets,0
flight veers off icy runway at . most dfw flights cancelled flighted mon figures right?,0
"you know i love this airline, but why are my friends having such a problem retaining info they need",0
"<> late flightr, <> complete itinerary changes, and lost work and time, but yeah ""i"" got it rebooked",0
not surprised that you were the fastest responding us brand on twitter for <> <> <>. also <> fastest in the world in <>,2
you've got to be kidding. look at the pictures. i'm hoping it's on the flight that just came in. the whole story is <> much,0
"you're clueless. a kind rez agnt contacted usair <> around midnite, told them what to do. if not that i'd have missed funeral.",0
"nice try i heard your crew whisper ""she's still at the hotel, she probably doesn't think she has to work until tomorrow""",0
do you have hand sanitizer in the bathrooms on your flights?,1
i'm at the airport right now and your people didn't know how to react and help me with this situation. very frustrated.,0
thank you,2
"so break whatever you want, take no responsibility. too bad for customer? media filmcrew nytimes",0
"flight veers off icy runway at . most dfw flights cancelled flighted monday, flightaware says.",0
my mom tried also. that wasn't the reason they wouldn't change it. y'all literally said that you'd rather have an empty seat.,0
no apology necessary. it was wind and i was on . xoxo,2
you fucking suck,0
thank you,2
on our way now,1
i am traveling from auh to iad via etihad and then from iad to dfw via aa. will i be able to retrieve my checked bag in iad?,1
is this a serious thread. maybe you guys should re-read it. fail,0
now on <> plane of the day. first <> all taken out of svc. scheduled dep <> p. m. still on ground ord <>,0
joanne from your san diego staff was phenomenal! give that girl a raise. she handled our flightnightmare better than anyone.,2
you are beyond redemption. jfk. baggage claim looks like a luggage warehouse,0
sent,1
what about flight <>?,1
thanks to aa dart for getting me home in time for work this morning den-dfw. didn't have to waste a vaca day,2
"even followed me, but i still can't get them to answer their phones. worst. customer ""service"". ever. customerservice fail",0
yeah and what are they gunna? nothing your whole organization is a joke,0
my sister just received a call that her trip wednesday flts <><> was cancelled flightled and resched to next day. why?,0
"great, then tell me how you will fix it? media filmcrew photography cameragear",0
<> and <> minute delayed. still waiting. you need to do something to improve.,0
it says on you web site that you fly directly from ord to dub. when i try to book it says you do not. have you stopped ?,0
glad to hear that there were no serious injuries in the minor crash this evening.,2
i booked it on us airways site. don't see a cancelled flight link bademoticon,0
we had to sit in the airport a long periolodicly time. the planes were nasty,0
with snowice forecast dfw tu pm-we am what is change policy on reservations we hold wed morning? any leeway?,1
no space in my seat but thanks to your pilots i'm back <> early to ohare! didn't think that was possible! <> <>,2
late flight again geez <> late flight delays typical,0
do you guys have wifi on international flights?,1
"to add insult to injury, i have to go pick it up myself. real class act! i'll stick the from now on.",0
absolutely disappointed in your lack of service. lost my bag and can't even deliver it after i was told it would happen.,0
just followed you.,2
what are preferred seats?,1
what can aa do for a load of people about to board their <> plane of a very long day when the first <> were unserviceable,0
the late flightst <>. earlier <>,1
any delays on tonight's flight from dfw to sat? i have family members on board.,1
what is going on with the flight <>? it has been delay a lot .,0
can i use an swu on an finnair codeshare of an american operated flight jfk-man? thanks in advance for the help!,1
we tried with multiple people. i already sat on the phone for an hour and a half and got nowhere.,0
which one.? i have been booked on <> different ones in the past <> days,0
"nope. couldn't make changes online and after <> minutes on hold and time dealing w the rude rep, the <> hour window has closed.",0
"doesn't care about customers, break your gear and tell you they can't do anything. media filmcrew",0
yes. twice. for two different flights and occasions,1
why is your cover photo of twa? just wondering.,1
unable to access the website. will try again.,0
yikes.,1
. hopefully it's all fixed. they've got a new aircraft for us- just waiting to board.,1
best planes in the business. not? <> today.,0
i need to cancelled flight a flight i booked earlier tonight. are you able to do it over twitter?,1
i loved todays fight. but there was a bad draft on the airplane please add more air to air thanksm,0
keep it up goodemoticon,2
. apology not good enough. <> planes with mechanical and <> hours delayed unacceptable.,0
thanks for the apology. a commitment to fix your broken system would be better. actually fixing it would be better still.,0
seats that were assigned are inappropriate for child this age. aa knew age of child.,0
this is the biggest joke i've ever seen and will be telling everyone never to use you guys cause you are a joke,0
pay for my accommodations when you are the ones cancelled flightling it for no reason and i know your saying lying it cause of weather,0
airport and <> extra nights for hotels and not once have i heard of anything from your embarrassing airline saying that you will,0
this is getting a bit ridiculous when and you have made me miss <> full days off work and had to pay for cabs back and forth,0
your assistance has not been very helpful frustrating disappointing experience and wsmall children very inconvenient,0
cancelled flight my flight saying it is cause of weather condition when it was the only flight that was cancelled flight,0
again you guys are a huge joke and cancelled flight your flight for no reason. this is the <> time in one trip for me that you have,0
what is going on? this is pathetic. online doesn't work and phone wants <> to give a seat assignment.,0
i've just received the ticket. thank you for your help,2
jet slides off icy taxiway at story,1
this is getting out of hand. i called reservations to reserve the seats that it won't let me select online and there's a fee.,0
"on flight <> that has been delayed for hours over human errors like a food truck hitting the plane, now the lines are frozen.",0
so disappointed with this airline never again will i book with you guys,0
thanks,2
"you found my lost luggage, won't bring it to me until tomorrow. next day if the weather isn't nicer. terrible service",0
would it be ok to send you a dm asking a few questions because i'm deaf and been on hold so long?,0
"""sorry you were disappointed"" outoftouchwithreality people have kids and jobs",0
it's not allowing me to book available seats,0
"seriously, all flights from detroit to dallas are cancelled flightled <> days in a row. i want to get home and see my wife and kids.",0
of delays and trapped on planes with no water or air. never ever ever again. neveragain aafail,0
literally just told me they'd rather have an empty seat than my mom get to come earlier and take me to dr. appointment. wow,0
we have posted your response on facebook for everyone to see people are appalled by your lack of concern,0
i had an advantage and you deactivated it. i don't think you should deactivate a customers acct without their knowledge help,0
thanks for making this the worst flying experience ever. <> different planes of mechanical issues and <> hours and counting,0
"if it's in my backpack, why do i need to see agent?",0
i really wanted to sign up for your airline credit card but your absurd <> change fee to switch my flight made me think twice,0
she sent you an email <> customer service the night it happened your response was basically <> bad sorry how should she contact u.,0
hi aa ! i placed an itin on hold to expire on <><>. just logged into my acct. its gone! seat hasn't been released to inv. help?,0
"tpa - ord! <> another successful journey, thanks for the hospitality!",2
thank you for the response. much appreciated!,2
<>. about <> flights all using same gate wbuses to the planes. awful boarding process. hour and a half late flight,0
is there another line i can call when i am on hold for <> hours? also how can i get compensated for this loss of time and money?,0
"after days, i finally got the automated service to call me back but it hung on me! this is beyond ridicules. help!",0
asked for a waiver of a change fee for flight booked win past <> hours. rep was rude. just told me no. didn't even try to help!,0
any idea why flight <> from hsv to dfw tomorrow cancelled flightled about <> minutes ago?,1
"thanks. i actually made it, my connection flight was delayed. guess all delays are not a bad thing.",2
the issue wasn't a long wait. it was an infinite do loop. your system didn't let me or any customer wait or leave a message.,0
did the policy change? i've seen people with hamsters and rabbits before.,1
thanks to your attendant on flight for advising connect flight held. ran with kids and flight departed. poor service at miami,0
an hour now waiting on the phone for us air help. <> hours waiting at the airport yesterday. love the service guys.,0
i'm here standing at baggage claim waiting for bags for over an hour at dfw. the gate is <> feet from here! nothappy,0
right so i missed my connection had a three hour kay over then you lost my bag.,0
"obviously we did see an agent-booked us for tomorrow morning. no hotel, no transportation. pregnantwithtwins stranded angry",0
i was suppose to be in fl <> hours ago. and i'm not. i've been waiting for hours this is just ridiculous,0
my <> to clt left the gate. what is next for clt. need help,1
you have a company policy that refuses employees to speak to other employees over the phone? interesting,0
still on hold. after you hung up on me the first time another <> minutes!,0
if it i have not rebooked didn't get notified that it was cancelled flightled,0
is that the flight for tomorrow?,1
"thanks for the shout-out, candace! enjoy the ride. always! i adore american airlines!",2
"without notifying though? we don't like cancelled flightling flights, kim, but weather has not played nice with us.""",0
"still thinking, those pjs may have me sold we'd love to have you on board with us! here i come",2
do you have any flights with lie flat seating from stl to pdx around the date of march <>?,1
how do you refuse a customer who is willing to pay to upgrade when half of your first class is empty,0
customer service if you can call it that refunded my money,0
im still on hold.,0
you ever wonder why you find yourselves responding to so many customer complaints on twitter? it's because your airline sucks.,0
are you people cruel or just stupid? why are you posting my personal email on the damn internet? have you lost your mind?!,0
do we get a class discount on your wifi? i will be flying your airlines at approx. <>?,1
customerservice. sitting on my fourth plane today with a mechanical problem. no excuses for this. tough to be loyal.,0
thanks!,2
"bqonpa flight <> delayed from pos-mia, missed <> mia- atl need seat on last flight to atl.",0
"so bad service in miami, airport.",0
needs an entire customer service overhaul would never treat its customers with anything less that <> service,0
are you guys intentionally trying to lose customers and money?,0
"why do you continually play the ""according to federal regulations"" every <> seconds. i could see if you had quicker service.",0
can i send you my trusted traveler id to add to my reservation for tsa pre?,1
"thanks, but i had to hire a car in chicago and drive to mke. does that mean i have to go to the airport?",0
the folks at the executive platinum desk are great pros. they understand my displeasure with change fees and switch to sw.,2
he thanks you. anything you can do to help. would any further information help in the process?,2
thanks for a cancelled flightled flight then a delayed flight and not telling us more missed work more on hotel worstcustomerservice,0
flight <> delayed <> hour because of pilots? i spend <> hours on the phone just to get an ep agent on the phone now this?,0
. advised gas and pilot of my flight. too bad no one took action.,0
need to be reported to the media for their complete disregard for paying customers! donotflywiththem,0
anything in particular i should ask for. will they want me to document my mileage plus status!,1
how about you give us a number to call instead of the empty email since you are not working on it,0
"i have been checking consistently, and called multiple times. as a loyal aa customer, i'm disappointed.",0
congrats on your call center customer service! a guy named fidencio answered and he went above and beyond to help me! hand hand hand,2
"daughter record loc. is kybilc. she is traveling with <> y. o. and needs to be in adjacent seats, not across isle.",1
gabriela in miami is a very rude employee. working the mia-lga check in. she made experience unpleasant. customerexperience,0
ok makes no sense tho since you'll give me a free upgrade to first.,0
"i didn't want to cancelled flight, i wanted to take someone off and keep my price. held at <>, at <> today <>, now <>",0
it's not about the delay. it's about the communication.,0
"would you like any additional details of my issue? airport, flight, agent name? or are you happy w this automated lip service?",0
<> was supposed to depart at <> central. about ready to close the door at <> central.,0
"green despite the inconvenience, the situation was handled quickly and we appreciate it very much!",2
absolutely!,2
- cluster continues-still on connecting instead of direct. bag charged and seats not together. shafted,0
- i'm pregnant with twins and you're going to abandon me overnight in an airport? no hotel? when it's your fault?,0
has no idea what they're doing. delay <> flight from <> to <> then delay another to the same destination at the same time.,0
"green just received it, actually. thank you!",2
are flights from pensacola fl delayed flight <>,1
the status on my itinerary says on request in red. what's that mean?,1
have such a bad rep for loosing costumers luggage. i stopped flying them a while back.,0
this happened to me too!,1
why did you drop my call. why don't you have more people answering phones? why is it always high call volume when i call,0
thanks weary face . idk if it still late flight but i hope i get it tonight loudly crying face,2
i can't work with them if the call gets cut off while i'm still holding. is dfw looking any better tomorrow?,0
you didn't give an answer why the flight delayed so long. and how do you compensate missing my other flights lima to cuzco?,0
can you help me update a birthday that was incorrectly input in a reservation? this is preventing me from checking in,1
yep as i saidi feel sorry for you that you have to run their account how embarrassing for you,0
tsa said there is nothing they could do. but the question is why are your employee's swapping your customers belongings?,0
"now i have to wait ""more than <> minutes""",0
"thanks, me too",2
i need assistance reflight booking problems a flight from dfw to lit,0
"just took off. sitting with someone who is scheduled on buenos ares out of jfk, not sre if he will make it. r thy holding plane?",0
"the dinner and called me ""hon"". not the service i would expect from <> class. disappointed",1
"upgraded to <> class. inquired about red wine. ""sauvignon blanc and i can't pronounce the other one."" couldn't describe.",1
". no. i watched these bags be abandoned at depart gate. watched for <> minutes until owner returned, <> minutes after i reported",0
everything for sorted out. thanks for the help. excited to get home tonight!,2
my mistake multibillion dollar company,0
why would it take that long? my credit card company says the card hasn't been charged yet. should it take <> days for this?,0
for our delays ! i'm out of more money because of you,0
"i have got a flight for
the next day ! what about a credit ! you guys are a multimillion dollar company give us back a credit",0
dont send me a tweet to cover your social media complaints. how about sending me a message with a way to resolve?!?! custserv,0
"what a joke you can mail
the receipt ! yet. we can't mail
them
a payment and fly before hand right",0
no. it does. you could not be more wrong.,0
keep up the good work. got me to my destination safe and on time today,2
"why doesn't anyone make a better effort to retain customers. it should be an easy fix, i just want to travel aa.",0
btr trained gate agts. im a frequent flyer and have nvr had issue wmy bag <> i was forced <> gate check while priority boarding,0
misplaced my bag <> hour ago and can't tell me where it is. i've lost <> of stuff bademoticon lines unlines,0
cancelled flightled two flights from miami to nashville yesterday and could not get me on a flight for <>-<> days. wasthere,0
"lost <> pieces of our bags, haven't delivered them in <> hours, lied that they were delivered, and still no refund. never again",0
improve envoy's performance. <> trip through ord in <> i've been delayed for hours because of envoy. i could drive faster!,0
two cancelled flightled lga flights. both by took off. looks like i have a new carrier !,0
lady at <> abq for <> on <><> was of a great service to all among several cancelled flightlations,2
any ways to get through the <> minute wait to book a flight?,0
can you provide guidance on how i should work with them to resolve the issue,1
"really? they closed the gate at <> instead <>. i got there at <>. if you wudda put in my ktn like i asked, i wudda made it.",0
"trying to change flight via dfw tomorrow, can't get thru on phone, long wait then cut off <>, can you help please?",0
thanks for following up- it finally worked! fingers crossed the new flight works.,2
stuck on the tarmac in clt because the our gate is not open. hope i don't miss my connection. logistics americanview,0
"i waited on hold for two hours, only to have my call. really unreliable.",0
was not on board you today just watched report unfold on twitter but still am very proud!,2
now a delay to the rebooked flight?!,0
after several miss communications i was able to get to ord but i am not home yet and not sure i will get there due to her error,0
um no just hanging out whats new w you?,1
"hey, aa! there was a mistake made by your cr on my flight booking problems. when i call your reservations , i keep getting hung up on. advise.",0
emailed aadvantage for status match . still waiting. can't wait to move from but help me out here goodemoticon,0
i'll try to have a great week once i receive it weary face loudly crying face broken heart,0
not having pillows or blankets or a flight home for <> people does bad things to my hair,0
what are we going to do about the nightmare you guys out me through yesterday? zero response from the tweet you last sent me.,0
i tried site and doesnt allow me. same reason why i wasn't allowed to board this morning. will try diff airline for work trips,0
i bought a plane ticket <> months ago and still haven't received my flight info and ticket in my email when it will come?,0
"your dca baggage claim employees should realize a please, a thank you and an apology can go a long way customerservice dca",0
<><> you took cost for both flights out of my bank account. now i can't get a refund for <> weeks? i have been a loyal customer.,0
i took the day off from work and drove <> hours round trip to rescue my daughter and <> other students from laguardia. thanks!,0
you're airline is ridiculous,0
the group of minor children were broken up into groups. some still in miami. has much better customer service!,0
is there a way i can get a record of all the flights i've taken with you?,1
"thank you for the response, we got it resolved at the counter.",2
"that's the one. my original arrival time was <>, after all said and done i may be there by <> central. not impressed.",0
my flight <> from las vegas to dfw was cancelled flightled! i've been on hold forever and i still have not spoken to anyone! please help,0
"every time i try to call, it tells me to try again late flightr and just hangs up.",0
rebooked into a different airport. throwing a wrench into plans eyes,0
crew did the best they could but it was out of their control. you only get one chance of a honeymoon and you failed miserably,0
"thanks, someone picked up after <> minutes",0
overbooked business class from mia to uvf - after being in the correct seat we were moved back to economy on our special day,0
no kidding! gonna take some beating on the apron. and there are some good lookin' planes out there!,2
that's unacceptable,0
so what if i didn't have the funds to purchase another ticket? your error would cause my family to miss the funeral,0
i have to miss a whole days worth of work tomorrow but i'm suree you guys don't care,0
this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did i mention,0
i have a ticket that has been pending for <> days. is it normal to take that long? i want to make sure there isn't a problem.,0
and just bad cs! i will be back on at least when you stuck they look out for you and apologize for any trouble,0
for my delay and you know what i get a we don't credit anybody back a supervisor who cut me off when speaking,0
a free check bag a food comp a flying credit something to help out now that i'm an additional <> dollars in the hole,0
yes i did but no response.,0
my bags were checked through to cancelled flightled flight <>. when will they arrive in mke? not much help from grnd staff. havoc in dfw,0
"i'd just like to know where my bag is, when i'll get it and why i don't have it already. no accountability from cust service.",0
i will never fly with you guys again! i am stuck in memphis another day. called to be credit something anything,0
- don't be jealous. i live in sydney and my t-shirt and jeans don't suit the office for work. i need suits and a warm jacket.,1
i booked tickets using miles and need to change the dates. have been trying to get to an advantage rep <> two days,0
is the company from hell with no consideration for customers that give it hundreds of millions of dollars per year smh,0
no snow in st. louis. cold but no snow. hub flights welcome.,1
took a flight yesterday fron tpa-dfw-aus. bag went to iah. today bag went to iah-dfw and then back to iah. still no bag!,0
it is absolutely unacceptable. i have been calling all day and am hung up on every time. i just need a <> minute bit of help!,0
"- envoy airlines is a disgrace to the aa family. nothing but delays and cancelled flightlations, week after week.",0
"it's not about weather, it's logistics. why should i hold for <> minutes when you called me? why not get more desk agents?",0
we've sent you more info via dm. i truly hope you resolve this very quickly. media filmcrew cnn nbc,1
i've never had anything bad to say until now. no love for faithful customers.,0
also agent not aware clearly of,0
additional fare cost <>. tix change price <> uk pounds <>. <> not the issue the <> uk pounds is ! badcustomerservice,0
"i fly american because of family but severe weather excuse so i can't call to make change, why have a computer if you cant modify",0
amen!,1
"no meelan did not afford a supervisor to be included in the conversation, please check the rec of the call badcustomerservice",0
"i had it until last night, but because ""severe weather"" i could make the needed changes and now fair goes up <> each.",0
